ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTSTATUS,OPENDATE,CLOSEDATE
22019,12019,Checking,Dormant,2020-04-29,2024-11-13
22020,12020,Checking,Dormant,2023-05-29,2024-11-13
22021,12021,Savings,Active,2019-12-30,
22022,12022,Checking,Dormant,2015-01-30,2024-11-13
22023,12023,Savings,Dormant,2016-07-20,2024-11-13
22024,12024,Savings,Active,2018-07-18,2024-11-13
22025,12025,Checking,Active,2024-07-14,2024-11-13
22026,12026,Checking,Active,2020-08-02,2024-11-13
22027,12027,Savings,Dormant,2019-10-17,2024-11-13
22028,12028,Savings,Dormant,2022-06-22,2024-11-13
22029,12029,Checking,Dormant,2018-01-11,2024-11-13
22030,12030,Savings,Active,2024-03-07,2024-11-13
22031,12031,Savings,Active,2020-05-02,2024-11-13
22032,12032,Checking,Active,2018-10-24,
22033,12033,Checking,Dormant,2018-04-08,2024-11-13
22034,12034,Savings,Dormant,2015-06-20,
22035,12035,Savings,Active,2023-01-16,2024-11-13
22036,12036,Savings,Active,2018-08-04,2024-11-13
22037,12037,Savings,Active,2017-06-13,2024-11-13
22038,12038,Checking,Dormant,2015-01-29,2024-11-13
22039,12039,Checking,Active,2019-11-08,2024-11-13
22040,12040,Savings,Dormant,2016-04-30,2024-11-13
22041,12041,Savings,Active,2022-05-11,2024-11-13
22042,12042,Savings,Dormant,2016-10-23,2024-11-13
22043,12043,Checking,Active,2018-08-07,2024-11-13
22044,12044,Savings,Active,2024-10-10,2024-11-13
22045,12045,Checking,Dormant,2024-04-14,2024-11-13
22046,12046,Checking,Active,2015-02-08,
22047,12047,Checking,Dormant,2021-09-25,2024-11-13
22048,12048,Savings,Active,2022-03-14,2024-11-13
22049,12049,Savings,Dormant,2024-11-08,2024-11-13
22050,12050,Checking,Dormant,2021-06-05,2024-11-13
22051,12051,Checking,Active,2016-09-13,2024-11-13
22052,12052,Savings,Active,2014-11-21,2024-11-13
22053,12053,Checking,Active,2020-08-01,2024-11-13
22054,12054,Checking,Active,2021-02-22,
22055,12055,Savings,Active,2015-11-03,2024-11-13
22056,12056,Savings,Dormant,2019-05-29,
22057,12057,Savings,Active,2018-10-14,2024-11-13
22058,12058,Checking,Active,2019-10-24,
22059,12059,Savings,Dormant,2021-10-22,2024-11-13
22060,12060,Checking,Active,2017-10-01,2024-11-13
22061,12061,Savings,Active,2021-03-14,2024-11-13
22062,12062,Checking,Active,2017-01-31,
22063,12063,Savings,Active,2016-04-02,2024-11-13
22064,12064,Savings,Dormant,2023-06-10,
22065,12065,Savings,Dormant,2024-09-28,2024-11-13
22066,12066,Checking,Dormant,2021-05-25,2024-11-13
22067,12067,Checking,Dormant,2019-12-27,2024-11-13
22068,12068,Checking,Dormant,2017-03-01,2024-11-13
22069,12069,Checking,Dormant,2016-04-09,2024-11-13
22070,12070,Savings,Active,2015-07-10,2024-11-13
22071,12071,Savings,Active,2022-03-01,2024-11-13
22072,12072,Checking,Active,2015-06-06,2024-11-13
22073,12073,Savings,Dormant,2020-08-19,2024-11-13
22074,12074,Savings,Active,2024-07-26,2024-11-13
22075,12075,Savings,Dormant,2023-01-02,2024-11-13
22076,12076,Checking,Dormant,2016-02-24,2024-11-13
22077,12077,Savings,Active,2017-04-11,2024-11-13
22078,12078,Checking,Active,2021-10-13,2024-11-13
22079,12079,Checking,Active,2023-01-29,2024-11-13
22080,12080,Checking,Active,2022-02-05,2024-11-13
22081,12081,Savings,Active,2022-04-28,2024-11-13
22082,12082,Savings,Dormant,2021-01-24,2024-11-13
22083,12083,Savings,Active,2016-10-29,2024-11-13
22084,12084,Savings,Dormant,2015-08-24,2024-11-13
22085,12085,Checking,Active,2016-02-04,2024-11-13
22086,12086,Savings,Active,2020-02-06,2024-11-13
22087,12087,Checking,Dormant,2022-06-28,2024-11-13
22088,12088,Savings,Dormant,2016-12-14,2024-11-13
22089,12089,Savings,Dormant,2020-01-22,2024-11-13
22090,12090,Checking,Dormant,2020-02-08,2024-11-13
22091,12091,Savings,Active,2021-02-03,
22092,12092,Savings,Active,2017-09-15,2024-11-13
22093,12093,Checking,Active,2021-05-29,2024-11-13
22094,12094,Checking,Active,2020-04-25,2024-11-13
22095,12095,Checking,Dormant,2016-07-27,2024-11-13
22096,12096,Savings,Active,2018-03-02,2024-11-13
22097,12097,Checking,Active,2021-08-13,2024-11-13
22098,12098,Checking,Active,2017-01-22,2024-11-13
22099,12099,Checking,Active,2024-07-06,2024-11-13
22100,12100,Checking,Active,2020-07-28,2024-11-13
22101,12101,Savings,Dormant,2021-10-16,2024-11-13
22102,12102,Checking,Dormant,2020-11-30,2024-11-13
22103,12103,Checking,Dormant,2020-06-28,2024-11-13
22104,12104,Savings,Active,2016-04-19,2024-11-13
22105,12105,Checking,Active,2019-09-14,2024-11-13
22106,12106,Checking,Active,2015-01-22,2024-11-13
22107,12107,Checking,Active,2024-04-19,2024-11-13
22108,12108,Savings,Dormant,2021-11-04,2024-11-13
22109,12109,Savings,Dormant,2021-12-20,2024-11-13
22110,12110,Checking,Dormant,2014-11-19,2024-11-13
22111,12111,Savings,Active,2018-03-18,2024-11-13
22112,12112,Savings,Active,2024-09-01,2024-11-13
22113,12113,Checking,Dormant,2016-03-30,2024-11-13
22114,12114,Checking,Dormant,2016-11-05,2024-11-13
22115,12115,Checking,Dormant,2023-07-08,2024-11-13
22116,12116,Savings,Active,2018-04-10,2024-11-13
22117,12117,Checking,Active,2022-12-11,2024-11-13
22118,12118,Checking,Active,2021-04-02,2024-11-13
22119,12119,Savings,Dormant,2024-06-29,2024-11-13
22120,12120,Savings,Dormant,2022-10-06,2024-11-13
22121,12121,Savings,Active,2019-07-31,2024-11-13
22122,12122,Checking,Active,2014-11-21,2024-11-13
22123,12123,Checking,Dormant,2021-04-14,2024-11-13
22124,12124,Checking,Active,2024-06-27,2024-11-13
22125,12125,Savings,Dormant,2024-10-22,2024-11-13
22126,12126,Savings,Dormant,2017-04-20,2024-11-13
22127,12127,Savings,Active,2015-04-23,2024-11-13
22128,12128,Checking,Active,2020-08-10,2024-11-13
22129,12129,Checking,Active,2022-06-13,
22130,12130,Checking,Active,2022-08-18,2024-11-13
22131,12131,Checking,Dormant,2019-01-27,2024-11-13
22132,12132,Checking,Dormant,2019-12-26,2024-11-13
22133,12133,Checking,Active,2017-08-28,2024-11-13
22134,12134,Savings,Active,2018-05-24,2024-11-13
22135,12135,Checking,Dormant,2023-05-16,2024-11-13
22136,12136,Savings,Dormant,2015-11-15,2024-11-13
22137,12137,Savings,Active,2016-06-14,2024-11-13
22138,12138,Savings,Dormant,2023-09-13,2024-11-13
22139,12139,Checking,Dormant,2017-10-12,2024-11-13
22140,12140,Checking,Active,2018-12-14,2024-11-13
22141,12141,Savings,Active,2016-11-29,2024-11-13
22142,12142,Savings,Dormant,2021-08-08,2024-11-13
22143,12143,Savings,Active,2022-01-22,2024-11-13
22144,12144,Checking,Active,2024-04-28,2024-11-13
22145,12145,Checking,Dormant,2016-10-12,2024-11-13
22146,12146,Checking,Dormant,2021-07-26,2024-11-13
22147,12147,Savings,Dormant,2017-03-12,2024-11-13
22148,12148,Checking,Dormant,2021-08-11,2024-11-13
22149,12149,Checking,Dormant,2024-03-07,2024-11-13
22150,12150,Checking,Active,2024-03-25,2024-11-13
22151,12151,Savings,Active,2018-04-19,2024-11-13
22152,12152,Savings,Dormant,2018-10-03,2024-11-13
22153,12153,Checking,Active,2017-01-22,2024-11-13
22154,12154,Savings,Active,2019-08-03,
22155,12155,Checking,Dormant,2017-09-03,2024-11-13
22156,12156,Savings,Dormant,2024-05-23,2024-11-13
22157,12157,Savings,Active,2018-04-29,2024-11-13
22158,12158,Savings,Dormant,2015-10-24,2024-11-13
22159,12159,Savings,Dormant,2016-05-06,2024-11-13
22160,12160,Checking,Dormant,2022-03-05,2024-11-13
22161,12161,Savings,Dormant,2018-12-19,2024-11-13
22162,12162,Savings,Dormant,2016-10-14,2024-11-13
22163,12163,Savings,Dormant,2017-08-18,2024-11-13
22164,12164,Checking,Dormant,2018-08-17,2024-11-13
22165,12165,Savings,Dormant,2017-12-12,2024-11-13
22166,12166,Checking,Active,2023-03-19,2024-11-13
22167,12167,Checking,Dormant,2024-04-11,2024-11-13
22168,12168,Checking,Active,2022-04-16,2024-11-13
22169,12169,Checking,Dormant,2021-07-20,2024-11-13
22170,12170,Savings,Active,2016-06-09,2024-11-13
22171,12171,Checking,Dormant,2023-08-06,
22172,12172,Savings,Active,2019-09-03,2024-11-13
22173,12173,Savings,Dormant,2020-04-16,2024-11-13
22174,12174,Savings,Dormant,2024-07-12,
22175,12175,Checking,Dormant,2022-05-01,2024-11-13
22176,12176,Checking,Dormant,2015-04-09,2024-11-13
22177,12177,Checking,Dormant,2016-05-10,2024-11-13
22178,12178,Checking,Active,2020-10-03,2024-11-13
22179,12179,Savings,Active,2016-09-21,2024-11-13
22180,12180,Checking,Active,2022-05-31,2024-11-13
22181,12181,Savings,Dormant,2015-03-31,2024-11-13
22182,12182,Savings,Active,2020-12-06,
22183,12183,Savings,Dormant,2021-04-13,2024-11-13
22184,12184,Checking,Active,2023-08-14,2024-11-13
22185,12185,Savings,Dormant,2016-06-28,2024-11-13
22186,12186,Savings,Dormant,2020-04-03,2024-11-13
22187,12187,Checking,Dormant,2022-01-17,2024-11-13
22188,12188,Savings,Dormant,2019-02-14,2024-11-13
22189,12189,Savings,Dormant,2019-09-20,2024-11-13
22190,12190,Savings,Dormant,2015-08-07,2024-11-13
22191,12191,Checking,Dormant,2022-12-19,2024-11-13
22192,12192,Savings,Active,2017-08-18,2024-11-13
22193,12193,Savings,Dormant,2019-05-12,2024-11-13
22194,12194,Checking,Dormant,2014-11-26,2024-11-13
22195,12195,Checking,Active,2022-01-23,2024-11-13
22196,12196,Checking,Dormant,2016-01-02,
22197,12197,Checking,Dormant,2020-09-11,2024-11-13
22198,12198,Checking,Active,2021-05-24,
22199,12199,Checking,Active,2019-04-05,2024-11-13
22200,12200,Checking,Dormant,2024-06-10,2024-11-13
22201,12201,Checking,Dormant,2014-11-28,2024-11-13
22202,12202,Savings,Active,2019-01-12,2024-11-13
22203,12203,Checking,Active,2017-08-11,2024-11-13
22204,12204,Checking,Dormant,2020-04-09,2024-11-13
22205,12205,Checking,Dormant,2024-08-08,2024-11-13
22206,12206,Checking,Active,2016-02-06,2024-11-13
22207,12207,Savings,Dormant,2021-12-16,2024-11-13
22208,12208,Savings,Dormant,2017-08-16,2024-11-13
22209,12209,Savings,Active,2020-07-30,
22210,12210,Savings,Dormant,2018-11-22,2024-11-13
22211,12211,Checking,Dormant,2018-01-10,2024-11-13
22212,12212,Checking,Dormant,2014-12-31,2024-11-13
22213,12213,Checking,Active,2016-08-19,2024-11-13
22214,12214,Checking,Active,2019-02-01,2024-11-13
22215,12215,Savings,Dormant,2022-08-31,2024-11-13
22216,12216,Savings,Active,2019-01-02,2024-11-13
22217,12217,Checking,Active,2020-05-10,2024-11-13
22218,12218,Checking,Active,2019-03-15,2024-11-13
22219,12219,Checking,Active,2015-07-31,2024-11-13
22220,12220,Checking,Active,2021-01-12,2024-11-13
22221,12221,Savings,Dormant,2022-10-05,2024-11-13
22222,12222,Savings,Active,2016-10-03,2024-11-13
22223,12223,Checking,Dormant,2021-11-20,2024-11-13
22224,12224,Savings,Active,2016-08-17,2024-11-13
22225,12225,Savings,Dormant,2018-07-12,2024-11-13
22226,12226,Checking,Dormant,2017-10-23,2024-11-13
22227,12227,Checking,Active,2016-11-13,2024-11-13
22228,12228,Checking,Dormant,2018-11-15,2024-11-13
22229,12229,Checking,Active,2015-03-15,2024-11-13
22230,12230,Checking,Dormant,2022-07-30,2024-11-13
22231,12231,Checking,Active,2021-11-27,2024-11-13
22232,12232,Checking,Active,2023-06-21,2024-11-13
22233,12233,Checking,Active,2019-09-05,2024-11-13
22234,12234,Savings,Active,2019-02-19,2024-11-13
22235,12235,Savings,Active,2023-01-01,2024-11-13
22236,12236,Savings,Dormant,2023-06-01,2024-11-13
22237,12237,Checking,Dormant,2023-05-29,2024-11-13
22238,12238,Savings,Active,2018-01-12,2024-11-13
22239,12239,Checking,Active,2020-09-26,2024-11-13
22240,12240,Savings,Active,2018-06-05,2024-11-13
22241,12241,Savings,Active,2015-06-24,2024-11-13
22242,12242,Savings,Dormant,2018-09-18,2024-11-13
22243,12243,Savings,Active,2019-06-13,
22244,12244,Savings,Dormant,2020-09-23,
22245,12245,Savings,Dormant,2023-09-25,2024-11-13
22246,12246,Savings,Dormant,2019-07-05,2024-11-13
22247,12247,Checking,Dormant,2022-11-27,2024-11-13
22248,12248,Savings,Dormant,2018-01-07,2024-11-13
22249,12249,Savings,Active,2021-03-29,2024-11-13
22250,12250,Savings,Dormant,2016-04-17,2024-11-13
22251,12251,Savings,Dormant,2015-02-14,2024-11-13
22252,12252,Checking,Active,2015-11-14,2024-11-13
22253,12253,Savings,Dormant,2023-07-29,2024-11-13
22254,12254,Savings,Dormant,2021-12-03,
22255,12255,Savings,Active,2017-09-22,
22256,12256,Checking,Dormant,2018-01-02,2024-11-13
22257,12257,Checking,Active,2018-10-18,2024-11-13
22258,12258,Savings,Active,2021-07-03,2024-11-13
22259,12259,Checking,Dormant,2018-05-31,
22260,12260,Savings,Dormant,2015-10-15,2024-11-13
22261,12261,Checking,Dormant,2022-05-18,2024-11-13
22262,12262,Checking,Active,2015-03-14,2024-11-13
22263,12263,Savings,Active,2020-10-26,2024-11-13
22264,12264,Savings,Active,2018-06-12,2024-11-13
22265,12265,Checking,Dormant,2021-01-16,2024-11-13
22266,12266,Savings,Active,2024-05-18,2024-11-13
22267,12267,Checking,Active,2019-02-28,2024-11-13
22268,12268,Savings,Active,2022-03-18,2024-11-13
22269,12269,Checking,Active,2022-12-27,
22270,12270,Savings,Dormant,2023-11-04,
22271,12271,Savings,Active,2020-04-06,2024-11-13
22272,12272,Savings,Dormant,2017-05-24,2024-11-13
22273,12273,Savings,Dormant,2021-03-25,2024-11-13
22274,12274,Savings,Active,2016-12-22,2024-11-13
22275,12275,Checking,Dormant,2016-01-09,2024-11-13
22276,12276,Savings,Dormant,2017-10-13,2024-11-13
22277,12277,Savings,Dormant,2016-03-30,
22278,12278,Savings,Dormant,2019-12-23,2024-11-13
22279,12279,Checking,Dormant,2020-08-18,2024-11-13
22280,12280,Savings,Active,2018-05-29,2024-11-13
22281,12281,Checking,Dormant,2020-09-29,2024-11-13
22282,12282,Savings,Dormant,2021-03-22,2024-11-13
22283,12283,Checking,Active,2015-09-11,2024-11-13
22284,12284,Savings,Dormant,2016-10-18,2024-11-13
22285,12285,Checking,Active,2024-01-12,2024-11-13
22286,12286,Checking,Active,2016-09-19,2024-11-13
22287,12287,Savings,Active,2024-11-12,2024-11-13
22288,12288,Savings,Dormant,2016-11-24,2024-11-13
22289,12289,Savings,Active,2022-01-14,2024-11-13
22290,12290,Checking,Dormant,2018-05-19,2024-11-13
22291,12291,Checking,Active,2024-01-22,2024-11-13
22292,12292,Checking,Dormant,2020-07-29,2024-11-13
22293,12293,Savings,Active,2022-10-17,2024-11-13
22294,12294,Checking,Dormant,2021-01-07,2024-11-13
22295,12295,Checking,Dormant,2016-04-07,2024-11-13
22296,12296,Savings,Active,2022-07-13,2024-11-13
22297,12297,Checking,Active,2018-03-28,2024-11-13
22298,12298,Savings,Dormant,2015-03-13,2024-11-13
22299,12299,Checking,Dormant,2017-01-02,2024-11-13
22300,12300,Savings,Dormant,2022-09-27,
22301,12301,Savings,Active,2016-04-06,2024-11-13
22302,12302,Savings,Dormant,2022-10-28,2024-11-13
22303,12303,Savings,Dormant,2016-09-28,2024-11-13
22304,12304,Checking,Dormant,2019-06-09,2024-11-13
22305,12305,Savings,Dormant,2015-03-16,2024-11-13
22306,12306,Checking,Active,2019-12-15,2024-11-13
22307,12307,Checking,Active,2014-12-07,2024-11-13
22308,12308,Checking,Dormant,2016-05-30,2024-11-13
22309,12309,Checking,Dormant,2021-06-28,2024-11-13
22310,12310,Checking,Active,2022-09-10,2024-11-13
22311,12311,Savings,Dormant,2021-05-17,2024-11-13
22312,12312,Savings,Active,2015-01-26,2024-11-13
22313,12313,Checking,Active,2019-08-24,2024-11-13
22314,12314,Savings,Active,2015-02-14,2024-11-13
22315,12315,Checking,Dormant,2021-02-05,2024-11-13
22316,12316,Checking,Dormant,2015-06-15,
22317,12317,Checking,Dormant,2024-11-02,2024-11-13
22318,12318,Savings,Dormant,2018-02-19,2024-11-13
22319,12319,Checking,Dormant,2020-12-24,2024-11-13
22320,12320,Savings,Dormant,2023-07-25,2024-11-13
22321,12321,Checking,Active,2015-01-27,2024-11-13
22322,12322,Savings,Active,2020-01-26,2024-11-13
22323,12323,Savings,Active,2021-03-09,
22324,12324,Checking,Dormant,2014-11-19,2024-11-13
22325,12325,Savings,Dormant,2016-10-13,2024-11-13
22326,12326,Savings,Active,2022-01-18,2024-11-13
22327,12327,Checking,Active,2021-11-26,2024-11-13
22328,12328,Checking,Dormant,2016-07-29,2024-11-13
22329,12329,Savings,Active,2023-12-25,2024-11-13
22330,12330,Checking,Dormant,2021-08-28,2024-11-13
22331,12331,Checking,Dormant,2022-05-21,2024-11-13
22332,12332,Savings,Active,2018-05-08,2024-11-13
22333,12333,Checking,Active,2023-09-23,
22334,12334,Checking,Active,2015-09-04,
22335,12335,Savings,Dormant,2014-12-20,2024-11-13
22336,12336,Savings,Active,2018-02-18,2024-11-13
22337,12337,Checking,Dormant,2016-12-26,2024-11-13
22338,12338,Savings,Dormant,2018-08-04,2024-11-13
22339,12339,Savings,Active,2021-06-09,2024-11-13
22340,12340,Savings,Dormant,2022-03-01,2024-11-13
22341,12341,Savings,Active,2016-07-10,
22342,12342,Checking,Active,2016-12-18,2024-11-13
22343,12343,Savings,Dormant,2016-01-31,2024-11-13
22344,12344,Checking,Dormant,2015-04-01,2024-11-13
22345,12345,Savings,Active,2018-08-17,2024-11-13
22346,12346,Checking,Dormant,2021-06-04,
22347,12347,Checking,Dormant,2020-11-26,2024-11-13
22348,12348,Checking,Dormant,2018-05-01,2024-11-13
22349,12349,Savings,Active,2019-04-28,2024-11-13
22350,12350,Savings,Active,2018-01-20,2024-11-13
22351,12351,Savings,Active,2014-12-01,2024-11-13
22352,12352,Savings,Dormant,2021-02-05,2024-11-13
22353,12353,Savings,Active,2021-01-28,2024-11-13
22354,12354,Savings,Dormant,2015-09-21,2024-11-13
22355,12355,Savings,Dormant,2024-01-30,2024-11-13
22356,12356,Savings,Active,2021-09-28,2024-11-13
22357,12357,Checking,Active,2018-06-28,2024-11-13
22358,12358,Checking,Dormant,2016-01-27,2024-11-13
22359,12359,Checking,Active,2017-06-05,2024-11-13
22360,12360,Savings,Dormant,2015-04-11,2024-11-13
22361,12361,Checking,Active,2020-02-25,2024-11-13
22362,12362,Checking,Active,2021-03-06,
22363,12363,Checking,Dormant,2023-03-01,2024-11-13
22364,12364,Savings,Active,2016-02-17,2024-11-13
22365,12365,Savings,Dormant,2015-10-26,2024-11-13
22366,12366,Checking,Dormant,2021-04-19,2024-11-13
22367,12367,Checking,Active,2016-08-03,2024-11-13
22368,12368,Savings,Dormant,2022-04-08,2024-11-13
22369,12369,Checking,Active,2017-12-29,2024-11-13
22370,12370,Savings,Active,2021-03-23,2024-11-13
22371,12371,Savings,Active,2017-10-31,2024-11-13
22372,12372,Checking,Active,2022-11-17,2024-11-13
22373,12373,Savings,Active,2023-07-16,2024-11-13
22374,12374,Checking,Dormant,2015-12-04,2024-11-13
22375,12375,Checking,Dormant,2022-04-23,2024-11-13
22376,12376,Checking,Dormant,2016-05-15,2024-11-13
22377,12377,Savings,Active,2022-04-08,2024-11-13
22378,12378,Checking,Active,2022-08-30,2024-11-13
22379,12379,Checking,Active,2024-03-31,2024-11-13
22380,12380,Savings,Dormant,2017-07-01,2024-11-13
22381,12381,Checking,Dormant,2021-02-10,2024-11-13
22382,12382,Checking,Active,2024-02-19,2024-11-13
22383,12383,Savings,Dormant,2018-03-30,
22384,12384,Savings,Dormant,2020-11-14,2024-11-13
22385,12385,Checking,Dormant,2022-05-14,2024-11-13
22386,12386,Savings,Dormant,2023-10-17,2024-11-13
22387,12387,Checking,Active,2016-04-24,
22388,12388,Checking,Active,2015-02-20,2024-11-13
22389,12389,Checking,Dormant,2015-05-17,2024-11-13
22390,12390,Checking,Active,2023-10-14,
22391,12391,Savings,Active,2022-08-22,2024-11-13
22392,12392,Savings,Dormant,2021-08-09,2024-11-13
22393,12393,Savings,Active,2020-04-17,2024-11-13
22394,12394,Savings,Dormant,2023-11-20,2024-11-13
22395,12395,Checking,Dormant,2017-05-10,
22396,12396,Checking,Dormant,2019-05-03,2024-11-13
22397,12397,Checking,Dormant,2018-04-05,2024-11-13
22398,12398,Savings,Active,2020-10-19,2024-11-13
22399,12399,Savings,Active,2024-01-26,
22400,12400,Savings,Active,2019-09-18,2024-11-13
22401,12401,Savings,Active,2018-02-06,2024-11-13
22402,12402,Checking,Active,2019-10-01,2024-11-13
22403,12403,Savings,Dormant,2020-08-29,2024-11-13
22404,12404,Checking,Active,2022-05-27,2024-11-13
22405,12405,Savings,Dormant,2017-01-03,2024-11-13
22406,12406,Checking,Dormant,2017-06-14,2024-11-13
22407,12407,Savings,Active,2018-02-21,2024-11-13
22408,12408,Checking,Active,2017-04-21,2024-11-13
22409,12409,Savings,Dormant,2021-09-24,2024-11-13
22410,12410,Savings,Dormant,2015-05-08,2024-11-13
22411,12411,Savings,Dormant,2023-02-27,2024-11-13
22412,12412,Savings,Dormant,2019-02-03,2024-11-13
22413,12413,Savings,Dormant,2016-03-11,2024-11-13
22414,12414,Savings,Dormant,2016-03-31,2024-11-13
22415,12415,Checking,Active,2020-12-26,2024-11-13
22416,12416,Checking,Active,2023-12-02,2024-11-13
22417,12417,Checking,Active,2019-06-13,2024-11-13
22418,12418,Savings,Active,2024-04-02,2024-11-13
22419,12419,Checking,Dormant,2017-04-19,2024-11-13
22420,12420,Checking,Dormant,2024-08-03,2024-11-13
22421,12421,Checking,Dormant,2022-06-17,
22422,12422,Savings,Active,2021-06-12,2024-11-13
22423,12423,Checking,Dormant,2021-10-04,2024-11-13
22424,12424,Savings,Dormant,2016-04-26,2024-11-13
22425,12425,Checking,Active,2022-06-02,2024-11-13
22426,12426,Checking,Dormant,2023-11-26,2024-11-13
22427,12427,Savings,Active,2017-07-20,2024-11-13
22428,12428,Savings,Active,2022-11-17,2024-11-13
22429,12429,Checking,Active,2017-05-15,2024-11-13
22430,12430,Savings,Active,2020-11-14,2024-11-13
22431,12431,Savings,Active,2022-03-06,2024-11-13
22432,12432,Checking,Dormant,2018-05-05,2024-11-13
22433,12433,Savings,Dormant,2016-04-18,2024-11-13
22434,12434,Checking,Active,2017-07-29,
22435,12435,Savings,Dormant,2021-02-16,
22436,12436,Checking,Dormant,2024-04-07,2024-11-13
22437,12437,Savings,Dormant,2022-08-20,2024-11-13
22438,12438,Checking,Dormant,2022-04-20,2024-11-13
22439,12439,Savings,Dormant,2022-05-20,2024-11-13
22440,12440,Checking,Dormant,2019-12-06,
22441,12441,Checking,Dormant,2018-09-07,2024-11-13
22442,12442,Savings,Dormant,2021-06-28,2024-11-13
22443,12443,Checking,Dormant,2020-09-23,
22444,12444,Savings,Dormant,2020-06-19,2024-11-13
22445,12445,Savings,Active,2016-08-02,2024-11-13
22446,12446,Checking,Dormant,2018-06-13,2024-11-13
22447,12447,Savings,Active,2017-11-13,2024-11-13
22448,12448,Savings,Active,2016-02-02,2024-11-13
22449,12449,Savings,Active,2016-11-08,2024-11-13
22450,12450,Savings,Active,2021-01-19,2024-11-13
22451,12451,Checking,Dormant,2022-12-22,2024-11-13
22452,12452,Savings,Dormant,2017-02-02,2024-11-13
22453,12453,Savings,Active,2015-06-30,2024-11-13
22454,12454,Checking,Active,2024-06-20,2024-11-13
22455,12455,Savings,Dormant,2018-06-08,2024-11-13
22456,12456,Savings,Active,2024-10-13,
22457,12457,Checking,Active,2023-08-22,2024-11-13
22458,12458,Checking,Dormant,2017-07-29,2024-11-13
22459,12459,Savings,Active,2014-12-08,2024-11-13
22460,12460,Savings,Dormant,2017-09-15,2024-11-13
22461,12461,Savings,Dormant,2024-05-22,2024-11-13
22462,12462,Savings,Active,2021-05-09,2024-11-13
22463,12463,Checking,Active,2019-05-14,2024-11-13
22464,12464,Savings,Active,2017-01-14,2024-11-13
22465,12465,Savings,Active,2020-12-23,2024-11-13
22466,12466,Checking,Dormant,2016-05-05,2024-11-13
22467,12467,Savings,Active,2019-10-24,2024-11-13
22468,12468,Savings,Dormant,2020-12-11,2024-11-13
22469,12469,Savings,Active,2022-01-08,2024-11-13
22470,12470,Savings,Active,2019-12-28,2024-11-13
22471,12471,Checking,Dormant,2015-12-28,
22472,12472,Savings,Dormant,2021-06-13,2024-11-13
22473,12473,Savings,Active,2022-04-12,2024-11-13
22474,12474,Savings,Active,2019-05-01,2024-11-13
22475,12475,Checking,Dormant,2015-02-14,2024-11-13
22476,12476,Savings,Active,2021-06-21,2024-11-13
22477,12477,Checking,Active,2024-06-26,
22478,12478,Checking,Dormant,2020-12-25,2024-11-13
22479,12479,Checking,Dormant,2023-02-20,2024-11-13
22480,12480,Checking,Dormant,2015-10-28,2024-11-13
22481,12481,Savings,Active,2019-11-06,2024-11-13
22482,12482,Checking,Active,2022-06-20,2024-11-13
22483,12483,Checking,Active,2017-12-17,2024-11-13
22484,12484,Checking,Active,2023-10-16,2024-11-13
22485,12485,Savings,Dormant,2020-04-05,2024-11-13
22486,12486,Savings,Active,2021-12-31,2024-11-13
22487,12487,Savings,Active,2015-07-02,2024-11-13
22488,12488,Savings,Dormant,2016-06-17,2024-11-13
22489,12489,Savings,Dormant,2024-09-03,2024-11-13
22490,12490,Savings,Active,2021-08-25,2024-11-13
22491,12491,Savings,Dormant,2018-11-24,2024-11-13
22492,12492,Checking,Active,2017-01-23,2024-11-13
22493,12493,Checking,Active,2022-01-22,
22494,12494,Savings,Active,2020-08-29,2024-11-13
22495,12495,Savings,Active,2019-11-20,2024-11-13
22496,12496,Savings,Dormant,2024-06-23,2024-11-13
22497,12497,Checking,Active,2020-04-02,2024-11-13
22498,12498,Checking,Dormant,2016-02-17,2024-11-13
22499,12499,Savings,Dormant,2020-05-02,2024-11-13
22500,12500,Checking,Active,2020-01-25,
22501,12501,Checking,Dormant,2015-09-06,2024-11-13
22502,12502,Checking,Active,2016-08-13,2024-11-13
22503,12503,Savings,Active,2019-07-15,2024-11-13
22504,12504,Savings,Dormant,2016-12-26,2024-11-13
22505,12505,Checking,Active,2015-11-13,2024-11-13
22506,12506,Checking,Dormant,2018-07-18,2024-11-13
22507,12507,Savings,Dormant,2022-04-09,2024-11-13
22508,12508,Checking,Dormant,2019-07-18,2024-11-13
22509,12509,Checking,Dormant,2016-08-31,2024-11-13
22510,12510,Checking,Active,2024-02-28,2024-11-13
22511,12511,Savings,Dormant,2021-12-25,2024-11-13
22512,12512,Savings,Active,2017-02-01,2024-11-13
22513,12513,Checking,Active,2020-08-17,2024-11-13
22514,12514,Checking,Dormant,2015-08-02,2024-11-13
22515,12515,Savings,Active,2016-12-21,2024-11-13
22516,12516,Savings,Dormant,2021-02-22,
22517,12517,Savings,Dormant,2017-03-26,2024-11-13
22518,12518,Checking,Dormant,2016-12-06,2024-11-13
22519,12519,Savings,Dormant,2022-11-06,
22520,12520,Checking,Dormant,2018-09-30,2024-11-13
22521,12521,Checking,Active,2018-04-25,2024-11-13
22522,12522,Checking,Dormant,2019-04-09,2024-11-13
22523,12523,Checking,Active,2019-08-03,
22524,12524,Checking,Dormant,2019-02-16,2024-11-13
22525,12525,Savings,Dormant,2015-11-11,2024-11-13
22526,12526,Savings,Dormant,2016-05-25,2024-11-13
